Id,tableId,rowIndex,status_bin,status_txt,predicted_prob,predicted_status_code,predicted_status_label,unresolved_probability,resolved_probability
1927,3e9e6cdb-f812-4832-b69c-b8ec0396d585,50,,"• <s>June 23, 2016: </s><s>• </s>Vegetation well established and consistent with off ROW. Good establishment of willows and shrubs. No noxious weeds were identified within this tract. <s>• </s>Recent NGTL pipeline construction has disturbed the majority of the east portion of the right of way. Recent construction project crosses over right of way at KP 22+200. This disturbed area will be monitored as a part of that pipeline’s PCM program.",[0.01501513 0.9849849 ],1,Resolved,0.015015127,0.9849849
1928,3e9e6cdb-f812-4832-b69c-b8ec0396d585,51,,"• <s>June 23, 2016: </s><s>• </s>Vegetation well established and consistent with off ROW. Good establishment of willows and shrubs. Areas if thinner vegetation, noted in 2015, are no longer evident, issue resolved. <s>• </s>Diversion berms and steep slopes are stable and well vegetated. •  Tall Buttercup identified for ~160m along ditchline at the south end of the tract and off ROW within foreign well site access road. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup. • <s>August 15, 2016 – Intermittent meadow hawkweed </s>patches were observed throughout 1/4. Herbicide applied to control.",[0.02896746 0.9710325 ],1,Resolved,0.028967455,0.9710325
1929,3e9e6cdb-f812-4832-b69c-b8ec0396d585,52,,"• <s>June 23, 2016: </s>• banks are stable and well vegetated with grasses and emerging willows. Presence of sediment within watercourse is attributed to recent high runoff levels. Moderate flow is observed within the watercourse at this time. Minor slumping as previously reported remains unchanged; it does not impede land capability in comparison to adjacent lands, and it does not impose a safety or pipe integrity concern. Issue resolved. <s>• </s>Scentless chamomile no longer present, issue resolved.",[0.00688962 0.9931104 ],1,Resolved,0.00688962,0.9931104
1931,3e9e6cdb-f812-4832-b69c-b8ec0396d585,54,,"• <s>June 23, 2016 – banks are stable and well vegetated </s>with grasses and emerging willows. Minimal flow is observed within the watercourse. Minor slumping as previously reported remains unchanged, first noted in 2012; it does not impede land capability in comparison to adjacent lands, and it does not impose a safety or pipe integrity concern. Issue resolved.",[0.00592599 0.99407405],1,Resolved,0.005925993,0.99407405
1932,3e9e6cdb-f812-4832-b69c-b8ec0396d585,55,,"• <s>June 23, 2016: </s><s>• </s>Vegetation well established and consistent with off ROW. Good establishment of willows, evergreens, and shrubs. <s>• </s>Diversion berms and steep slopes are stable and well vegetated. <s>• </s>Recent NGTL pipeline construction has disturbed the majority of the east portion of the right of way on the south half of 1/4. Recent construction project crosses over right of way at KP 24+010. This disturbed area will be monitored as a part of that pipeline’s PCM program. <s>• </s>Vegetation issue noted within ephemeral draw at KP 23+700 is no longer evident, issue resolved. <s>• </s>Tall Buttercup identified for ~200m at the north end of the tract and at KP 23+875, at foreign line crossing, and to west off ROW. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup. • <s>August 16, 2016: </s><s>• </s>meadow hawkweed was observed from KP 23+700 to 24+450, several bull thistle plants observed. Herbicide applied to control. <s>• </s>Although still present, tall buttercup was reduced in extent from approximately 1100 m in 2014 to 200 m in 2016.",[0.02318603 0.976814  ],1,Resolved,0.023186028,0.976814
1933,3e9e6cdb-f812-4832-b69c-b8ec0396d585,56,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation issue and associated woody debris issues are resolved. Good establishment of willows, rosebushes and poplar saplings. - No noxious weeds identified.  <s>• </s>Soil pile noted in 2012, no longer present, issue resolved. <s>• </s>No erosion or subsidence issues. • <s>August 16, 2016 – Several meadow hawkweed </s>patches were observed throughout ¼, a few bull thistle individuals were observed in the ¼. Herbicide applied to control.",[0.01249846 0.9875015 ],1,Resolved,0.012498462,0.9875015
1934,3e9e6cdb-f812-4832-b69c-b8ec0396d585,57,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. Good establishment of willows, rosebushes and poplar saplings. Previous issues, including those noted in 2012, 2014 and 2015, with vegetation cover is resolved. <s>• </s>No noxious weeds identified.  <s>• </s>No erosion or subsidence issues. 2012 erosion issue at KP 25+900 no longer present, issue resolved. • <s>August 16, 2016 – Intermittent meadow hawkweed </s>patches were observed throughout ¼, perennial sow thistle at KP 25+620. Herbicide applied to control.",[0.01104823 0.98895174],1,Resolved,0.011048229,0.98895174
1935,3e9e6cdb-f812-4832-b69c-b8ec0396d585,58,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. Good establishment of willows, rosebushes and poplar saplings. Previous issue, including those noted in 2012, 2014, and 2015, with vegetation cover is resolved. <s>• </s>No noxious weeds identified.  <s>• </s>No erosion or subsidence issues. Subsidence noted in 2012 is no longer evident, issue resolved. <s>• </s>KP 26+400 and 26+700 - ponding across ROW has re-appeared, but is stable with wetland vegetation well established, issue resolved. <s>• </s>Cross drains through tract appear stable with good vegetation growth. • <s>August 16, 2016: </s><s>• </s>meadow hawkweed individuals were observed throughout ¼. Herbicide applied to control. <s>• </s>Bull thistle no longer present, issue resolved.",[0.00656306 0.9934369 ],1,Resolved,0.006563062,0.9934369
1936,3e9e6cdb-f812-4832-b69c-b8ec0396d585,59,,• <s>No issues noted. </s>,[0.00603742 0.9939626 ],1,Resolved,0.006037415,0.9939626
1937,3e9e6cdb-f812-4832-b69c-b8ec0396d585,60,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation cover issues are resolved. Good establishment of willows, rosebushes and poplar saplings. No noxious weeds identified.  <s>• </s>No erosion or subsidence issues. • <s>August 16, 2016: </s><s>• </s>Several meadow hawkweed individuals were observed throughout ¼. Herbicide applied to control. <s>• </s>Canada thistle no longer present, issue resolved.",[0.00832514 0.99167484],1,Resolved,0.008325135,0.99167484
1938,3e9e6cdb-f812-4832-b69c-b8ec0396d585,61,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation issues are resolved. Good establishment of willows, rosebushes and poplar saplings.  <s>• </s>No noxious weeds identified.  <s>• </s>No erosion or subsidence issues. • <s>August 16, 2016: </s><s>• </s>Several meadow hawkweed individuals were observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile, perennial sow thistle, and Canada thistle are no longer present, issues resolved.",[0.01076932 0.9892307 ],1,Resolved,0.010769319,0.9892307
1939,3e9e6cdb-f812-4832-b69c-b8ec0396d585,62,,"• <s>June 23, 2016 – Drainage bed and banks are stable. </s>Subsidence previously noted, first in 2012, has not impeded the recovery of the ROW, issue resolved.",[0.00676039 0.99323964],1,Resolved,0.006760391,0.99323964
1940,3e9e6cdb-f812-4832-b69c-b8ec0396d585,63,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation issues are resolved. Good establishment of willows, rosebushes and poplar saplings. No noxious weeds identified.  <s>• </s>No erosion or subsidence issues.  • Issue noted in 2014 within cross drain at KP 28+430, no longer evident, issue resolved. • <s>August 16, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile noted in 2012 and 2014 is no longer present, issue resolved.",[0.01596293 0.98403704],1,Resolved,0.015962932,0.98403704
1941,3e9e6cdb-f812-4832-b69c-b8ec0396d585,64,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation issues are resolved. Good establishment of willows, rosebushes and poplar saplings. No noxious weeds identified.  <s>• </s>No erosion or subsidence issues. <s>• </s>Cross drains are vegetated and functioning, issues with ponding water are resolved. <s>• </s>Foreign line crossing disturbances (KP 29+000 and 29+350) are stable with no significant erosion. Vegetation is establishing, issues resolved. • <s>August 16, 2016: </s><s>• </s>meadow hawkweed was observed throughout. Herbicide applied to control. A small patch of scentless chamomile (3-4 plants) was handpicked and bagged for disposal. <s>• </s>Tall buttercup and bull thistle are no longer present, issues resolved.",[0.00703531 0.9929646 ],1,Resolved,0.007035308,0.9929646
1942,3e9e6cdb-f812-4832-b69c-b8ec0396d585,65,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation issues are resolved. Good establishment of willows, rosebushes and poplar saplings. No noxious weeds identified.  <s>• </s>No erosion or subsidence issues.  <s>• </s>Cross drains are vegetated and stable. <s>• </s>KP 29+600 – Hydrovac hole identified at foreign pipeline crossing was filled in. Issue resolved. • <s>August 17, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile no longer present, issue resolved.",[0.01750262 0.9824974 ],1,Resolved,0.017502617,0.9824974
1943,3e9e6cdb-f812-4832-b69c-b8ec0396d585,66,,"• <s>June 23 2016: </s><s>• </s>Good establishment of grasses and native vegetation, consistent with off right of way (2013 issue of species composition is resolved). 2012 vegetation cover issue is resolved. No noxious weeds were identified within this tract. <s>• </s>Area around valve station (KP 30+780) has been disturbed by recent construction. This disturbed area will be monitored as a part of that pipeline’s PCM program • <s>August 17, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile and ox-eyed daisy no longer present, issues resolved.",[0.01975574 0.9802443 ],1,Resolved,0.019755736,0.9802443
1944,3e9e6cdb-f812-4832-b69c-b8ec0396d585,67,,"• <s>June 24, 2016 – Good establishment of grasses and </s>native vegetation, consistent with off right of way. 2012 vegetation cover issue is resolved. No noxious weeds were identified within this tract. • <s>August 17, 2016: </s><s>• </s>No noxious weeds observed. <s>• </s>Scentless chamomile no longer present, issue resolved.",[0.01030423 0.9896958 ],1,Resolved,0.0103042275,0.9896958
1945,3e9e6cdb-f812-4832-b69c-b8ec0396d585,68,,"• <s>June 24, 2016: </s><s>• </s>Good establishment of grasses, shrubs and willows along right of way, consistent with off right of way. 2012 and 2015 vegetation cover issues are resolved. No noxious weeds were identified within this tract. <s>• </s>KP 31+750, ponding no longer evident, issue resolved. • <s>August 17, 2016: </s>• intermittent meadow hawkweed patches were observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile no longer present, 2012 issue is resolved.",[0.01952767 0.98047227],1,Resolved,0.019527674,0.98047227
1946,3e9e6cdb-f812-4832-b69c-b8ec0396d585,69,,"• <s>June 24, 2016: </s><s>• </s>Good establishment of grasses, native vegetation, willows, shrubs, aspen and evergreen, consistent with off right of way. 2012 and 2014 vegetation cover, and associated woody debris, issues are resolved. No noxious weeds were identified within this tract. <s>• </s>Adequate drainage across right of way. <s>• </s>ATV activity no longer noted, issue resolved. • <s>August 17 and 19, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile and perennial sow thistle are no longer present, issues resolved.",[0.0167363 0.9832637],1,Resolved,0.016736303,0.9832637
1948,3e9e6cdb-f812-4832-b69c-b8ec0396d585,71,,"• <s>June 24, 2016: </s><s>• </s>Good establishment of grasses, native vegetation, willows, shrubs, and evergreen, consistent with off right of way. 2012 vegetation cover issue resolved. No noxious weeds were identified within this tract. <s>• </s>Recent NGTL pipeline construction ends at KP 33+600. ROW has been recently disturbed from KP 33+300 to 33+400. This disturbed area will be monitored as a part of that pipeline’s PCM program. <s>• </s>KP 33+455 – ponding noted in 2014, no longer evident, issue resolved. • <s>August 19, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Canada thistle, scentless chamomile, bull thistle, and perennial sow thistle no longer present, issues resolved.",[0.01752961 0.98247033],1,Resolved,0.01752961,0.98247033
1949,3e9e6cdb-f812-4832-b69c-b8ec0396d585,72,,"• <s>June 24, 2016: </s><s>• </s>Good establishment of grasses, native vegetation, willows, aspen, shrubs, and evergreen, consistent with off right of way. 2012 vegetation cover issue is resolved. <s>• </s>A patch of Tall Buttercup was observed at KP 34+060. Recommend herbicide application. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup at KP 20+670. • <s>August 19, 2016: </s>• patches of meadow hawkweed were observed throughout ¼. Herbicide applied to control. <s>• </s>Canada thistle, scentless chamomile, and perennial sow thistle no longer present, issues resolved",[0.0665151 0.9334849],1,Resolved,0.0665151,0.9334849
1950,3e9e6cdb-f812-4832-b69c-b8ec0396d585,73,,"• <s>June 24, 2016 – drainage exhibiting minor slumping, </s>first noted in 2012, no change to conditions; no safety or pipe integrity concerns, with land capability comparable to adjacent lands. Soil conditions remain stable with good vegetation establishing in and around minor slumping, issues resolved. Minor rutting is evident attributed to recreational ATV activity.",[0.00613487 0.9938651 ],1,Resolved,0.006134871,0.9938651
1951,3e9e6cdb-f812-4832-b69c-b8ec0396d585,74,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. Good establishment of willows, wild rose bushes and poplar saplings. Vegetation cover issues noted in 2012 and 2015, no longer evident, issue resolved. <s>• </s>No erosion or subsidence issues. Erosion previously noted at KP 34+610 (2014 and 2015), 34+660 (2012), and 35+260 (2012) no longer evident, issues resolved. <s>• </s>ATV ruts through tract. <s>• </s>Tall buttercup identified in patches and intermittently throughout ROW. • <s>July 28, 2016 – Tall buttercup with a lot of emerging </s>plants was identified on East side of ROW at 34 +900. Herbicide was not applied due to proximity to rare plant populations. 2 bags of Tall buttercup were picked and bagged within the rare plant area 34+700 to 35+500.",[0.01121745 0.9887826 ],1,Resolved,0.011217453,0.9887826
1952,3e9e6cdb-f812-4832-b69c-b8ec0396d585,75,," • <s>August 19, 2016: </s>• intermittent meadow hawkweed patches were observed throughout 1/4. Herbicide applied to control. No weeds observed within proximity to rare plant location. <s>• </s>Although still present, tall buttercup was reduced in extent from approximately 450 m in 2014 to one location in 2016.",[0.0337322 0.9662679],1,Resolved,0.0337322,0.9662679
1954,3e9e6cdb-f812-4832-b69c-b8ec0396d585,77,,"• <s>June 24, 2016: </s><s>• </s>Tributary is stable and densely vegetated with minimal flow. No issues. <s>• </s>Pipeline markers are absent. Recommend installing. • <s>September 14, 2016 – Installed signs and marker </s>posts on both sides of WC14, issue resolved.",[0.02308776 0.97691226],1,Resolved,0.02308776,0.97691226
1955,3e9e6cdb-f812-4832-b69c-b8ec0396d585,78,,"• <s>June 24, 2016: </s><s>• </s>Tributary is stable and densely vegetated with minimal flow. No issues. <s>• </s>Pipeline markers are absent. Recommend installing. • <s>September 14, 2016 – Installed signs and marker </s>posts on both sides of WC15, issue resolved.",[0.02988786 0.97011214],1,Resolved,0.029887864,0.97011214
1956,3e9e6cdb-f812-4832-b69c-b8ec0396d585,79,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. Good establishment of willows, wild rose bushes and poplar saplings.  <s>• </s>No erosion or subsidence issues. ATV ruts through tract. <s>• </s>Tall buttercup identified in patches and intermittently throughout ROW. Recommend herbicide application. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup. One oxeyed daisy was picked and bagged at 35+700. Rare plant areas were identified and herbicide was not applied within proximity to the rare plant locations, weeds were handpicked within this area.",[0.03044429 0.96955574],1,Resolved,0.03044429,0.96955574
1957,3e9e6cdb-f812-4832-b69c-b8ec0396d585,80,," • <s>August 19, 2016: </s>• individuals of meadow hawkweed were observed throughout 1/4. Herbicide applied to control. No weeds observed within buffer at rare plant location at KP 35+850. <s>• </s>Scentless chamomile no longer present, issue resolved.",[0.01539346 0.9846065 ],1,Resolved,0.015393462,0.9846065
1958,3e9e6cdb-f812-4832-b69c-b8ec0396d585,81,,"• <s>June 23, 2016 – Drainage stable and functioning. </s>",[0.13600047 0.86399955],1,Resolved,0.13600047,0.86399955
1960,3e9e6cdb-f812-4832-b69c-b8ec0396d585,83,,"• <s>June 23, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation cover issue is resolved. Good establishment of willows, wild rose bushes and poplar saplings.  <s>• </s>No erosion or subsidence issues. ATV ruts through tract. <s>• </s>Tall buttercup identified in patches and intermittently throughout ROW. Recommend herbicide application. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup. Herbicide was not applied within proximity to the rare plant locations, weeds were handpicked within this area. • <s>August 19, 2016 – individual meadow hawkweed </s>plants were observed throughout. Herbicide applied to control.",[0.03438693 0.96561307],1,Resolved,0.03438693,0.96561307
1963,3e9e6cdb-f812-4832-b69c-b8ec0396d585,86,,"• <s>September 13, 2016 – This small treed bog is a </s>shallow bowl with a seepage draining through the middle in an east-west direction. The seral stage vegetative growth (e.g. grasses, willow, and sphagnum moss) is well established throughout the length of the ROW in the wetland. There is no evidence of cross drainage hydrology issues. Recent logging activities to the NE may influence the amount of runoff draining through the wetland. The wetland is functional and no further monitoring required. Vegetation cover issue noted in 2012 is resolved.",[0.00191464 0.9980854 ],1,Resolved,0.0019146395,0.9980854
1966,3e9e6cdb-f812-4832-b69c-b8ec0396d585,89,,"• <s>June 24, 2016: </s><s>• </s>Tributary is stable and densely vegetated with minimal to no flow. No issues. <s>• </s>Pipeline markers are absent. Recommend installing. • <s>September 14, 2016: </s>• Installed signs and marker posts on both sides of WC16, issue resolved. <s>• </s>Tall buttercup no longer present, issue resolved.",[0.01480791 0.98519206],1,Resolved,0.014807913,0.98519206
1967,3e9e6cdb-f812-4832-b69c-b8ec0396d585,90,,"• <s>June 24, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation cover issue is resolved. Good establishment of willows, wild rose bushes and poplar saplings.  <s>• </s>No erosion or subsidence issues. ATV ruts through tract. <s>• </s>Tall buttercup identified in patches and intermittently throughout ROW. Recommend herbicide application.  • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup. Hand picking completed in proximity to rare plant areas. • <s>August 19, 2016: </s><s>• </s>meadow hawkweed was observed from KP 37+200 – 37+700. Herbicide applied to control. <s>• </s>Perennial sow thistle no longer present, issue resolved.",[0.05615671 0.94384325],1,Resolved,0.05615671,0.94384325
1970,3e9e6cdb-f812-4832-b69c-b8ec0396d585,93,,"• <s>June 24, 2016: </s><s>• </s>Tributary stable and densely vegetated with minimal flow. No issues. <s>• </s>Tall buttercup no longer present, issue resolved.",[0.01087937 0.9891206 ],1,Resolved,0.01087937,0.9891206
1971,3e9e6cdb-f812-4832-b69c-b8ec0396d585,94,,"• <s>June 24, 2016: </s><s>• </s>Tributary stable and densely vegetated with minimal flow. No issues. <s>• </s>Tall buttercup no longer present, issue resolved.",[0.01303158 0.98696846],1,Resolved,0.013031579,0.98696846
1972,3e9e6cdb-f812-4832-b69c-b8ec0396d585,95,,"• <s>June 24, 2016: </s><s>• </s>Vegetation is well established with desirable species throughout ROW. 2012 vegetation cover issue is resolved. Good establishment of willows, rosebushes and poplar saplings.  <s>• </s>No erosion or subsidence issues. ATV ruts through tract. <s>• </s>Tall buttercup identified in patches and intermittently throughout ROW. Recommend herbicide application. Access road to valve site at KP 37+920 is heavily infested with tall buttercup. Traffic from access road may possibly be transporting weed seeds onto ROW. • <s>July 14, 2016 – herbicide application conducted (spot </s>spraying) to control tall buttercup • <s>August 19, 2016: </s><s>• </s>meadow hawkweed was observed throughout ¼. Herbicide applied to control. <s>• </s>Scentless chamomile no longer present, issue resolved.",[0.01613886 0.9838612 ],1,Resolved,0.016138857,0.9838612
1973,414ec869-f425-4b69-a13f-a79b461c1a82,1,,"No outstanding issues, however, farm fields should be monitored during the spring, after rain fall, to ensure effective surface runoff.",[0.00318097 0.996819  ],1,Resolved,0.0031809693,0.996819
1974,414ec869-f425-4b69-a13f-a79b461c1a82,2,,No outstanding issues.,[0.0019754 0.9980246],1,Resolved,0.0019754034,0.9980246
1975,414ec869-f425-4b69-a13f-a79b461c1a82,3,,No outstanding issues.,[0.00151523 0.9984848 ],1,Resolved,0.0015152337,0.9984848
1976,414ec869-f425-4b69-a13f-a79b461c1a82,4,,,[0.04523132 0.95476866],1,Resolved,0.045231316,0.95476866
1977,414ec869-f425-4b69-a13f-a79b461c1a82,5,,No outstanding issues.,[0.00174313 0.99825686],1,Resolved,0.0017431304,0.99825686
1978,414ec869-f425-4b69-a13f-a79b461c1a82,6,,No outstanding issues.,[0.00160128 0.9983987 ],1,Resolved,0.0016012767,0.9983987
1979,414ec869-f425-4b69-a13f-a79b461c1a82,7,,Some of the re-seeding efforts have not yet been successful. A second seed application has been applied.,[0.00141007 0.99858993],1,Resolved,0.0014100659,0.99858993
1980,414ec869-f425-4b69-a13f-a79b461c1a82,8,,No outstanding issues.,[0.00194263 0.9980573 ],1,Resolved,0.0019426303,0.9980573
1981,414ec869-f425-4b69-a13f-a79b461c1a82,9,,No outstanding issues.,[0.00207018 0.9979298 ],1,Resolved,0.0020701825,0.9979298
1983,414ec869-f425-4b69-a13f-a79b461c1a82,11,,No outstanding issues.,[0.00189803 0.998102  ],1,Resolved,0.0018980347,0.998102
1984,414ec869-f425-4b69-a13f-a79b461c1a82,12,,No outstanding issues.,[0.00188949 0.99811053],1,Resolved,0.0018894904,0.99811053
1985,414ec869-f425-4b69-a13f-a79b461c1a82,13,,No outstanding issues.,[0.00144008 0.9985599 ],1,Resolved,0.0014400781,0.9985599
1986,414ec869-f425-4b69-a13f-a79b461c1a82,14,,No outstanding issues.,[0.00177976 0.99822026],1,Resolved,0.0017797564,0.99822026
1987,414ec869-f425-4b69-a13f-a79b461c1a82,15,,No outstanding issues.,[0.00170488 0.9982951 ],1,Resolved,0.0017048826,0.9982951
1988,414ec869-f425-4b69-a13f-a79b461c1a82,16,,No outstanding issues. Each hen had fledged its nest and failed to return. Chicks failed to hatch.,[0.00232989 0.9976701 ],1,Resolved,0.0023298883,0.9976701
1989,414ec869-f425-4b69-a13f-a79b461c1a82,17,,LNo outstanding issues. oss of a painted turtle.,[0.17046818 0.8295318 ],1,Resolved,0.17046818,0.8295318
1990,414ec869-f425-4b69-a13f-a79b461c1a82,18,,LNo outstanding issues oss of three Eastern Gartersnakes.,[0.3282176 0.6717823],1,Resolved,0.3282176,0.6717823
1991,414ec869-f425-4b69-a13f-a79b461c1a82,19,,LNo outstanding issues. oss of one red belly northern snake.,[0.12432881 0.8756712 ],1,Resolved,0.124328814,0.8756712
1992,414ec869-f425-4b69-a13f-a79b461c1a82,20,,No outstanding issues.,[0.0018302 0.9981698],1,Resolved,0.0018301993,0.9981698
1993,414ec869-f425-4b69-a13f-a79b461c1a82,21,,No outstanding issues.,[0.00220295 0.99779713],1,Resolved,0.0022029507,0.99779713
1994,414ec869-f425-4b69-a13f-a79b461c1a82,22,,,[0.03986963 0.96013033],1,Resolved,0.039869633,0.96013033
1995,414ec869-f425-4b69-a13f-a79b461c1a82,23,,No outstanding issues.,[0.00166491 0.99833506],1,Resolved,0.0016649087,0.99833506
1996,414ec869-f425-4b69-a13f-a79b461c1a82,24,,,[0.03833115 0.9616689 ],1,Resolved,0.038331147,0.9616689
1997,417546c4-dacf-4c12-ae75-4dc4e656e198,1,,"June 15, 2017 -Vegetation is 80-100% comparable to off ROW. Good establishment of grasses and broadleaf vegetation. Recent year parallel pipeline disturbance not affecting ROW; area is vegetating well.  - KP 0+130 - Patch of perennial sow thistle at KP 0+130 at edge of HDD, recommend herbicide application. - Trench crown present and stable. July 9, 2017 - KP 0+080 and 0+130 – Intermittent herbicide application conducted to control perennial sow thistle.  Several meadow hawkweed individuals controlled with intermittent herbicide application. September 16, 2017 - KP 0+025 to 0+050, intermittent herbicide application conducted to control perennial sow thistle. Issue resolved. - Perennial sow thistle (KP 0+080 and 0+130) and meadow hawkweed are no longer evident, issues resolved.",[0.10020035 0.89979964],1,Resolved,0.10020035,0.89979964
1998,417546c4-dacf-4c12-ae75-4dc4e656e198,2,,"June 15, 2017 - WC 1 – Cutbank River crossing. River was crossing via HDD; no issues.",[0.20244026 0.79755974],1,Resolved,0.20244026,0.79755974
2000,417546c4-dacf-4c12-ae75-4dc4e656e198,4,,"June 15, 2017 - Hill slope leading to WC 1 – Cutbank River stable and showing 80-100% vegetation cover. Diversion berms functioning well. No issues.",[0.03986449 0.9601355 ],1,Resolved,0.03986449,0.9601355
2001,417546c4-dacf-4c12-ae75-4dc4e656e198,5,,"June 15, 2017 - Vegetation cover is 80 – 100% comparable to off ROW.  No noxious weeds observed in tract. - Removed silt fence sections in diversion berms at KP 1+010, 1+370 and 1+390.  Issue resolved. - No subsidence or erosion issues observed in tract. July 9, 2017 - No Noxious were identified. Vegetation continues to establish, exhibiting good growth.  September 16, 2017 - No noxious weeds observed in ¼.  2016 perennial sow and oxeye daisy issue resolved.",[0.02353563 0.97646433],1,Resolved,0.023535628,0.97646433
2002,417546c4-dacf-4c12-ae75-4dc4e656e198,6,,"June 15, 2017 - Vegetation cover 80-100% comparable to off ROW control. Excellent establishment of grasses along ROW.  No noxious weeds observed in tract. - Trench crown along ditch line stable and functioning well.  No subsidence or erosion issues observed in tract. - Removed silt fence sections in diversion berms at KP 1+520.  Issue resolved. July 9, 2017 - No Noxious were identified. Vegetation continues to establish, exhibiting good growth. September 16, 2017 - No noxious weeds observed in ¼.  2016 oxeye daisy (KP 1+670) issue resolved.",[0.0332102  0.96678984],1,Resolved,0.033210196,0.96678984
2003,417546c4-dacf-4c12-ae75-4dc4e656e198,7,,"June 15, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with desirable species found throughout ROW.  Previously noted patches of limited/less vegetation are no longer evident, issues resolved. - KP 2+240 – 2+300 - Meadow hawkweed identified in patches and intermittently throughout ROW. Recommend herbicide application.  July 9, 2017 – intermittent herbicide application conducted to control meadow hawkweed (KP 2+240 to 2+300) and oxeye daisy (KP 2+200). September 16, 2017 – All previously noted noxious weed issues resolved.",[0.06071888 0.9392811 ],1,Resolved,0.060718883,0.9392811
2004,417546c4-dacf-4c12-ae75-4dc4e656e198,8,,"June 15, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with desirable species found throughout ROW. - KP 2+300 – 2+450 - Meadow hawkweed identified. Recommend herbicide application. - KP 2+400 – Silt fence was removed from ROW. Issue resolved. July 9, 2017 – KP 2+300 – 2+450 – intermittent herbicide application conducted to control meadow hawkweed. September 16, 2017 - No noxious weeds observed in ¼.  All previously noted noxious weed issues resolved.",[0.03789948 0.9621005 ],1,Resolved,0.037899483,0.9621005
2005,417546c4-dacf-4c12-ae75-4dc4e656e198,9,,"June 15, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with desirable species found throughout ROW. - KP 2+600 – 2+950 and 3+010 – Meadow hawkweed identified, recommend herbicide application. - KP 3+000 – Silt fence was removed from ROW, issue resolved. July 9, 2017 - intermittent herbicide application conducted to control meadow hawkweed (KP 2+600 – 2+950 and 3+010) and oxeye daisy (KP 3+100). September 16, 2017 - No noxious weeds observed in ¼. All previously noted noxious weed issues resolved.",[0.05829171 0.94170827],1,Resolved,0.058291707,0.94170827
2006,417546c4-dacf-4c12-ae75-4dc4e656e198,10,,"June 16, 2017 - KP 3+030 – Removed Silt fence and T-posts on both sides of WC #2. Issue resolved. - KP 2+940, Installed fallen over marker posts and secured signage. Issue resolved. - Noxious weeds are no longer evident, all previous issues resolved.",[0.03866404 0.96133596],1,Resolved,0.03866404,0.96133596
2007,417546c4-dacf-4c12-ae75-4dc4e656e198,11,,"June 16, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with desirable species found throughout ROW.  - KP 3+450-3+500 - Meadow hawkweed identified, KP 3+900 scentless chamomile identified (handpicked/bagged).  Recommend herbicide application. - KP 3+440 – Silt fence removed, issue resolved. Diversion berm well vegetated. - KP 4+070 – Secured marker posts and signage. Issue resolved July 9, 2017 – Intermittent herbicide application conducted to control meadow hawkweed (KP 3+450 – 3+500 and 3+980 – 4+040) and oxeye daisy (KP 3+400 to 3+500). September 16, 2017 - No noxious weeds observed in ¼. All previous issues resolved.",[0.15295802 0.84704196],1,Resolved,0.15295802,0.84704196
