tableId,rowIndex,rowCounter,status_txt
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,2,"June 21, 2017  - No noxious weeds were observed in tract. Previous year herbicide application appears to have been effective."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,3,"June 21, 2017  - Cross drains are functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,4,"June 21, 2017  - Drainages through tract are stable and functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,5,"June 21, 2017  - Repaired marker post at KP 0+790, issue resolved - No subsidence or erosion issues evident in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,6,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,7,"September 12, 2017 – meadow hawkweed is no longer evident, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,3,8,"September 12, 2017  - KP 0+875 – herbicide application conducted to control small patch of perennial sow thistle, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,4,1,"June 21, 2017 - WC1 stable. Banks show 80-100% vegetation cover with good establishment of grasses."
35bd2caf-562c-4d14-a5d6-373f168b4acb,4,2,"June 21, 2017  - Watercourse is shallow and wide across ROW."
35bd2caf-562c-4d14-a5d6-373f168b4acb,4,3,"June 21, 2017  - Low flow observed through watercourse, ponding on ditch line no longer evident, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,1,"June 21, 2017 - Treed bog at KP 1+550 to 1+600 observed on ROW appears stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,2,"- Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of mosses, rushes, grasses and willows."
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,3,- Trench crown through wetland has naturally settled over the years but remains stable.
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,4,- No significant ponding issues observed in wetland.
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,5,- Good depth of peat and moss growth on soils indicates substrate stability is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,6,- High moisture content in soils indicates hydrology is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,7,- Wetland is stable and at pre-construction functionality; conifers will begin to emerge on ROW over time.
35bd2caf-562c-4d14-a5d6-373f168b4acb,5,8,"- No subsidence, erosion or weed issues observed in wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,1,"June 21, 2017 - Vegetation establishment throughout tract is 80-100% comparable to off ROW control. Good establishment of grasses, willows and broadleaf shrubs."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,2,"June 21, 2017   - No noxious weeds were observed in tract. Previous year herbicide application appears to have been effective. Tall buttercup (KP 2+250) issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,3,"June 21, 2017  - Trench crown remains functional and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,4,"June 21, 2017  - Cross drains are functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,5,"June 21, 2017  - No subsidence or erosion issues evident in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,6,"July 15, 2017 - Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,7,"September 12, 2017 - KP 1+840, Canada thistle individual observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,6,8,"September 12, 2017 September 12, 2017  -meadow hawkweed is no longer evident, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,1,"June 21, 2017 - Treed fen at KP 2+500 to 2+930 observed on ROW stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,2,"- Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, mosses and willows throughout wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,3,- Trench crown through wetland has naturally settled over the years but remains stable.
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,4,- Good depth of organic soils and vegetation growth indicate substrate is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,5,- High moisture content in soils and the high water table indicate hydrology is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,6,- Wetland is stable and at pre-construction functionality; conifers will begin to emerge on ROW over time.
35bd2caf-562c-4d14-a5d6-373f168b4acb,7,7,"- No subsidence, erosion or weed issues observed in wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,1,"June 21, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control. Vegetation consists mainly of grasses, willows, and clover."
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,2,- KP 2+360 marker posts and signage have been repaired. Issue resolved.
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,3,"- KP 2+950 - perennial sow thistle identified and handpicked, bagged, and disposed of."
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,4,- Cross drains well vegetated and stable slopes.
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,5,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,8,6,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,1,"June 21, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control. Vegetation is consisting mainly of grasses, willows, and clover."
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,2,- Cross drains well vegetated and stable banks functioning well.
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,3,"- No weeds identified July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,4,"- No weeds identified July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,5,"September 13, 2017 - KP 3+740, individual nodding thistle observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,9,6,"September 13, 2017 September 13, 2017  -meadow hawkweed is no longer evident, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,10,1,"June 21, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control. Vegetation is consisting mainly of grasses, willows, and clover."
35bd2caf-562c-4d14-a5d6-373f168b4acb,10,2,"- Cross drains well vegetated, and stable slopes."
35bd2caf-562c-4d14-a5d6-373f168b4acb,10,3,- No weeds identified.
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,1,"June 21, 2017 - Treed bog at KP 4+350 to 4+520 observed on ROW appears stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,2,"- Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, mosses and willows throughout wetland. Black spruce saplings observed on north edge of ROW."
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,3,- Trench crown through wetland has naturally settled over the years but remains stable.
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,4,- Good depth of peat soils with organic build up and moss growth indicate substrate is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,5,- High moisture content in soils and Intermittent emergence of surface water from water table indicate hydrology is maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,11,6,- Wetland is stable and at pre-construction functionality; Black Spruce and Larch will continue to emerge on ROW over time.
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,1,"June 22, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses and broadleaf shrubs."
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,2,"June 22, 2017  - KP 4+570 to 5+440 - meadow hawkweed present on ROW, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,3,"June 22, 2017  - Trench crown present and stable in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,4,"June 22, 2017  - Marker posts and signs repaired at KP 4+745, 4+775, 4+760 and 5+050. Issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,5,"June 22, 2017  - No erosion or subsidence issues observed in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,12,6,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed (KP 4+570 to 5+440) September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,1,"June 22, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, willows, conifers and broadleaf shrubs on ROW."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,2,"June 22, 2017  - KP 5+500, 5+710, 5+760 and 5+800 – meadow hawkweed observed, herbicide application recommended."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,3,"June 22, 2017  - Trench crown present and stable in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,4,"June 22, 2017  - Minor erosion rill observed at KP 5+470. No work recommended, as the rill is well vegetated and not impacting ROW recovery. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,5,"June 22, 2017  - Erosion noted in 2016 at KP 5+800 to 5+900 has increased in magnitude. Recommend repairs."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,6,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,7,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,13,8,"September 13, 2017  - Repairs completed to erosion at KP 5+800 to 5+900, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,1,"June 22, 2017 - Treed fen on ROW from KP 6+230 to 6+350 appears stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,2,"- Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of mosses, rushes, grasses and willows."
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,3,- Trench crown through wetland has naturally settled over the years but remains stable.
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,4,- No significant ponding issues observed in wetland.
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,5,- Uniform growth of vegetation indicates that substrate health has been maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,6,- High water table and saturated soils indicate hydrology has been maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,7,- Wetland is stable and at pre-construction functionality; conifers will begin to emerge on ROW over time.
35bd2caf-562c-4d14-a5d6-373f168b4acb,14,8,"- No subsidence, erosion or weed issues observed in wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,15,1,"June 22, 2017 - WC2 stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,15,2,"June 22, 2017   - Banks show 80-100% vegetation cover with good establishment of grasses."
35bd2caf-562c-4d14-a5d6-373f168b4acb,15,3,"June 22, 2017  - Water level is high through watercourse, likely attributed to heavy recent rainfall."
35bd2caf-562c-4d14-a5d6-373f168b4acb,15,4,"June 22, 2017  - Revetment posts appear to be stable through watercourse."
35bd2caf-562c-4d14-a5d6-373f168b4acb,16,1,"June 22, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses throughout ROW."
35bd2caf-562c-4d14-a5d6-373f168b4acb,16,2,"June 22, 2017  - Trench crown has settled over the years along ROW but stable and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,16,3,"June 22, 2017  - No subsidence or erosion issues present in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,16,4,"July 15, 2017 - No noxious weeds identified."
35bd2caf-562c-4d14-a5d6-373f168b4acb,16,5,"September 13, 2017 - No noxious weeds observed in ¼."
35bd2caf-562c-4d14-a5d6-373f168b4acb,17,1,"June 22, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses and willows."
35bd2caf-562c-4d14-a5d6-373f168b4acb,17,2,"June 22, 2017   - No Meadow Hawkweed observed in tract. Issue resolved - Trench crown stable and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,17,3,"June 22, 2017  - No subsidence or erosion issues present in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,17,4,"July 15, 2017 – KP 6+400; handpicked, bagged and disposed of 1 bull thistle plant. KP 6+350 and 6+440 – handpicked, bagged and disposed of ragwart tansy."
35bd2caf-562c-4d14-a5d6-373f168b4acb,17,5,"September 13, 2017 - No noxious weeds observed in ¼. All previous noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,1,"June 22, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, willows and broadleaf shrubs."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,2,"June 22, 2017  - KP 6+550 and 6+960 – meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,3,"June 22, 2017  - No erosion or subsidence issues observed in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,4,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,5,"September 13, 2017 – meadow hawkweed no longer present, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,18,6,"September 13, 2017  - KP 6+560, perennial sow thistle patch observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,19,1,.
35bd2caf-562c-4d14-a5d6-373f168b4acb,20,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,20,2,- No erosion or subsidence on track.
35bd2caf-562c-4d14-a5d6-373f168b4acb,20,3,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,20,4,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,2,- Cross drains well vegetated and functioning well.
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,3,- Trench crown functioning well and well vegetated.
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,4,"- KP 7+450 - tall buttercup (1 plant) handpicked, bagged and disposed of."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,5,"- KP 7+800 and 7+940 – KP 7+975 – meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,6,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,7,"July 15, 2017   - KP 7+950 – handpicked, bagged, and disposed of 2 Oxeye daisy plants."
35bd2caf-562c-4d14-a5d6-373f168b4acb,21,8,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,2,"- Trench crown functioning well, and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,3,"- Cross drains functioning well, and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,4,"- Previous ponding issues are no longer present, issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,5,"- Meadow hawkweed observed Intermittently, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,6,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,22,7,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,23,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,23,2,"- Cross drain functioning well, and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,23,3,"- KP 8+775 to KP 9+050 - meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,23,4,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,23,5,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,24,1,"June 22, 2017 - 80 – 100% vegetation cover on banks of willows and grasses."
35bd2caf-562c-4d14-a5d6-373f168b4acb,24,2,"June 22, 2017   - Good cobble distribution and crib posts functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,24,3,"June 22, 2017   - Low flow observed through watercourse."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,2,"- Cross drains functioning well, and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,3,"- KP 9+820 - meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,4,"- KP 9+890 to 10+000 - tall buttercup observed and handpicked, bagged and disposed of."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,5,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,25,6,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,26,1,"June 22, 2017 – watercourse is stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,26,2,"June 22, 2017   - Banks show 80 – 100% vegetation growth of willows and grasses."
35bd2caf-562c-4d14-a5d6-373f168b4acb,26,3,"June 22, 2017   - Good cobble distribution and crib walls functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,27,1,"June 22, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control."
35bd2caf-562c-4d14-a5d6-373f168b4acb,27,2,"- Cross drain functioning well, and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,27,3,"- KP 10+500 to 10+660 and KP 11+000 to 11+270 - meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,27,4,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,27,5,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,28,1,"June 22, 2017 - Watercourse is stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,28,2,"June 22, 2017   - Banks show 80 – 100% vegetation growth of willows and grasses."
35bd2caf-562c-4d14-a5d6-373f168b4acb,28,3,"June 22, 2017  - Good cobble distribution and crib posts functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,1,"June 23, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, broadleaf shrubs and willows throughout tract. Trench crown throughout tract is stable and vegetated well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,2,"June 23, 2017   - No subsidence or erosion issues observed in tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,3,"June 23, 2017  - KP 11+280 to 11+670 - meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,4,"June 23, 2017  - KP 11+380 to 11+430 - Canada thistle observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,5,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed and Canada thistle (KP 11+380 to 11+430) September 13, 2017 – meadow hawkweed and Canada thistle no longer present, issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,29,6,"July 15, 2017  - KP 11+760, perennial sow thistle observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,30,1,"June 23, 2-17 - Watercourse is stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,30,2,- Both banks show 80-100% vegetation cover. Good establishment of grasses and willows.
35bd2caf-562c-4d14-a5d6-373f168b4acb,30,3,- Revetment posts are stable and functioning well.
35bd2caf-562c-4d14-a5d6-373f168b4acb,30,4,- Bed is stable with low flow at time of assessment. No erosion issues observed.
35bd2caf-562c-4d14-a5d6-373f168b4acb,30,5,- Marker posts / sign repairs completed. Issue resolved.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,1,"June 23, 2017 - Shrubby swamp on ROW from KP 11+870 to 11+970 appears stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,2,"- Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, willows and poplars throughout wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,3,- Trench crown through wetland has naturally settled over the years but remains stable.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,4,- No significant ponding issues observed in wetland.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,5,- Uniform growth of vegetation indicates that substrate health has been maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,6,- High water table and saturated soils indicate hydrology has been maintained.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,7,- Wetland is stable and at pre-construction functionality; shrubs and deciduous trees beginning to emerge through wetland to compare with off ROW species. Pre-construction contours have been achieved.
35bd2caf-562c-4d14-a5d6-373f168b4acb,31,8,"- No subsidence, erosion or weed issues observed in wetland."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,1,"June 23, 2017 - Vegetation establishment is 80-100% comparable to off ROW control. Good establishment of grasses, broadleaf shrubs, pine saplings and willows throughout tract."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,2,"June 23, 2017  - Trench crown is stable throughout tract - No subsidence or erosion issues observed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,3,"June 23, 2017  - Marker sign at KP 12+880 requires repairs."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,4,"June 23, 2017  - KP 12+260 to 12+250, 12+450 to 12+650, 12+820 and 12+900 to 13+250 – meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,5,"July 14, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,6,"July 14, 2017  - KP 13+210 – handpicked, bagged and disposed of 1 oxeye Daisy plant."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,7,"September 13, 2017 – meadow hawkweed and oxeye daisy no longer present, issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,8,"September 13, 2017  - KP 12+950, perennial sow thistle observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,32,9,"September 13, 2017  - Marker sign at KP 12+880 repaired, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,33,1,"June 23, 2017 - Watercourse is stable."
35bd2caf-562c-4d14-a5d6-373f168b4acb,33,2,"June 23, 2017   - Both banks show 80-100% vegetation cover. Good establishment of broadleaf shrubs and willows on banks."
35bd2caf-562c-4d14-a5d6-373f168b4acb,33,3,"June 23, 2017  - Revetment posts are stable and functioning well."
35bd2caf-562c-4d14-a5d6-373f168b4acb,33,4,"June 23, 2017  - Bed is stable with good distribution of cobble. Moderate flow observed within watercourse."
35bd2caf-562c-4d14-a5d6-373f168b4acb,33,5,"June 23, 2017  - No erosion or subsidence issues observed in watercourse."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,1,"June 23, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control. Native grasses and willows establishing."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,2,- No erosion or subsidence.
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,3,- Noxious weeds observed on tract.
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,4,"- KP 13+270 and KP 13+450 to 13+550 - meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,5,"July 15, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,6,"September 13, 2017 – meadow hawkweed no longer present, issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,7,"September 13, 2017  - KP 13+350, perennial sow thistle patch observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,34,8,"September 13, 2017  - KP 14+175, bull thistle individual observed and controlled via herbicide application. Issue resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,1,"June 12, 2017 - Vegetation cover on the ROW is 80 - 100% compared to the off ROW control. Native grasses and willows establishing."
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,2,- No erosion or subsidence on tract.
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,3,- Noxious weeds located on tract.
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,4,"- KP 14+205 - bull thistle (1 plant) observed, recommend herbicide application July 14, 2017 – Handpicked, bagged and disposed of meadow hawkweed and bull thistle (KP 14+205)."
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,5,"- KP 14+205 - bull thistle (1 plant) observed, recommend herbicide application July 14, 2017 – Handpicked, bagged and disposed of meadow hawkweed and bull thistle (KP 14+205)."
35bd2caf-562c-4d14-a5d6-373f168b4acb,35,6,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,1,"June 23, 2017 - 80-100% vegetation establishment throughout this tract, with good establishment of vetch, brome, timothy and clover."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,2,"June 23, 2017   - No evidence of erosion or slumping within this tract. Drainages and slopes are stable and well vegetated."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,3,"June 23, 2017  - KP 14+830 –Meadow hawkweed observed, recommend herbicide application."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,4,"July 14, 2017 – Intermittent herbicide application conducted to control meadow hawkweed."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,5,"July 14, 2017  - KP 15+350 – Handpicked, bagged and disposed of 1 SC plant."
35bd2caf-562c-4d14-a5d6-373f168b4acb,36,6,"September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
35bd2caf-562c-4d14-a5d6-373f168b4acb,37,1,"June 23, 2017 - 80-100% vegetation establishment throughout the majority of this tract, with good establishment of vetch, brome timothy and clover."
35bd2caf-562c-4d14-a5d6-373f168b4acb,37,2,"June 23, 2017  - KP 15+390 and KP 15+470 to 15+440 – Meadow hawkweed observed, herbicide application recommended."
35bd2caf-562c-4d14-a5d6-373f168b4acb,37,3,"July 14, 2017 – Intermittent herbicide application conducted to control meadow hawkweed and perennial sow thistle (KP 18+800) September 13, 2017 - No noxious weeds observed in ¼. All noxious weed issues resolved."
397db969-9996-4d9e-bb05-6df69d0fe4a4,1,1,"July 28, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control."
397db969-9996-4d9e-bb05-6df69d0fe4a4,1,2,"July 28, 2018  - Vegetation consists of various grasses, cattail, rush, sedges, alder and aspen - No noxious weeds were identified in ¼."
397db969-9996-4d9e-bb05-6df69d0fe4a4,1,3,"July 28, 2018  - Cross-drains functioning well with no evidence of ponding."
397db969-9996-4d9e-bb05-6df69d0fe4a4,1,4,"July 28, 2018  - No erosion or subsidence was identified within 1/4."
397db969-9996-4d9e-bb05-6df69d0fe4a4,2,1,"July 28, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control."
397db969-9996-4d9e-bb05-6df69d0fe4a4,2,2,"July 28, 2018   - Vegetation consists of various grasses, yellow rattle, tamarack, alder, willow, aspen, raspberry, Labrador tea, and planted white spruce."
