tableId,rowIndex,status_bin,status_txt,status,status_code
0c200808-9563-467f-b74f-2d4b73c53fc4,441,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,442,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,443,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,444,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,445,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,446,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,447,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,448,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,449,U,Assess in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,450,R,Control of leafy spurge off ROW is required in order to prevent encroachment. Weed issue is not related to ETH reclamation.,Resolved,1
0c200808-9563-467f-b74f-2d4b73c53fc4,454,U,Control weeds and monitor in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,455,R,None.,Resolved,1
0c200808-9563-467f-b74f-2d4b73c53fc4,456,R,None.,Resolved,1
0c200808-9563-467f-b74f-2d4b73c53fc4,457,R,None.,Resolved,1
0c200808-9563-467f-b74f-2d4b73c53fc4,459,U,Add erosion control measures to help stabilize the bank and continue to monitor in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,460,U,Monitor vegetation establishment in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,461,R,None.,Resolved,1
0c200808-9563-467f-b74f-2d4b73c53fc4,463,U,Monitor in 2019.,Unresolved,0
0c200808-9563-467f-b74f-2d4b73c53fc4,464,U,Monitor in 2019.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,1,Unresolved,Enbridge will continue working with landowner to resolve this issue. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,2,Unresolved,Enbridge will continue working with landowner to resolve this issue. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,3,Unresolved,Enbridge will continue working with landowner to resolve this issue. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,4,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,5,Unresolved,Enbridge will work with the landowner in 2015 to resolve the issue.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,6,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,7,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,8,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,9,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,10,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,11,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,12,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,13,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,14,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,15,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,16,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,17,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,18,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,19,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,20,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,21,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,22,Unresolved,"Although this land is not part of the Progress Pasture, this issue will be managed as directed within the AAFC CPP Management Plan due to its proximity. See Appendix B for details.",Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,23,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,24,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,25,Unresolved,This issue will be managed as directed within the AAFC CPP Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,26,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,27,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,28,Unresolved,Enbridge will continue to work with landowner to address the issue if necessary. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,29,Unresolved,Enbridge will work with the landowner to repair the issues when/as warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,30,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,31,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,32,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,33,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,34,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,35,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,36,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,37,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,38,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,39,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,40,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,41,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,42,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,43,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,44,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,45,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,46,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,47,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,48,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,49,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,50,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,51,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,52,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,53,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,54,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,55,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,56,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,57,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,58,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,59,Unresolved,Enbridge will continue to control weeds as per the Nodding Thistle Management Plan. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,60,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,61,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,62,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,63,Resolved,Enbridge will continue to discuss with the landowner to ensure continued success of the hay crop at this location.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,64,Unresolved,Enbridge will continue to monitor vegetation establishment. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,65,Unresolved,Enbridge will continue to control weeds and monitor. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,66,Unresolved,Enbridge will discuss this issue with the land agent and formulate options following that discussion. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,67,Unresolved,Enbridge will discuss this issue with the land agent and formulate options following that discussion. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,68,Unresolved,Enbridge will discuss this issue with the land agent and formulate options following that discussion. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,69,Unresolved,Enbridge will continue to monitor this tract in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,70,Unresolved,Enbridge will continue to monitor this tract in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,71,Unresolved,Enbridge will repair subsidence and monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,72,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,73,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,74,Unresolved,Enbridge will continue monitoring in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,75,Unresolved,Enbridge will continue monitoring in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,76,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,77,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,78,Unresolved,Enbridge will continue to monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,79,Unresolved,Enbridge will continue to monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,80,Unresolved,Enbridge will consult with the landowner and make further repairs if necessary. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,81,Resolved,Enbridge will continue to monitor this issue and repairs will be made if/when warranted. See Appendix B for details.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,82,Unresolved,Enbridge will continue to monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,83,Unresolved,Enbridge will continue to monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,84,Unresolved,Enbridge will continue to monitor in 2015. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,85,Unresolved,Enbridge will continue to hand-pick scentless chamomile and control by chemical application if warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,86,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,87,Unresolved,Enbridge will continue to monitor this area and will complete remedial seeding as warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,88,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,89,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,90,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,91,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,92,Unresolved,Enbridge will discuss this tract with a land agent and will formulate a plan for 2015 based upon those discussions. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,93,Unresolved,Enbridge will discuss this tract with a land agent and will formulate a plan for 2015 based upon those discussions. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,94,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,95,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,96,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,97,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,98,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,99,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,100,Unresolved,Enbridge will reseed and continue to monitor this area for vegetation establishment and weeds. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,101,Unresolved,Enbridge will control weeds and continue to monitor this area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,102,Unresolved,Enbridge will continue to monitor this area to ensure weed control and vegetation establishment is successful. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,103,Unresolved,Enbridge will continue to monitor this area to ensure weed control and vegetation establishment is successful. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,104,Unresolved,Enbridge will continue to monitor this area to ensure weed control and vegetation establishment is successful. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,105,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,106,Unresolved,Enbridge will discuss repair options with the landowner and address the issue as warranted in 2015.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,107,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,108,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,109,Unresolved,Enbridge will continue to monitor and repair if warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,110,Unresolved,Enbridge will continue to monitor and control weeds if warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,111,Unresolved,Enbridge will continue to monitor and control weeds if warranted. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,112,Unresolved,Enbridge will assess the repair in 2015 to ensure success. See Appendix B.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,113,Unresolved,Issue is being managed as part of Oak Lake Sandhills Area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,114,Unresolved,Issue is being managed as part of Oak Lake Sandhills Area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,115,Unresolved,Issue is being managed as part of Oak Lake Sandhills Area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,116,Unresolved,Issue is being managed as part of Oak Lake Sandhills Area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,117,Unresolved,Issue is being managed as part of Oak Lake Sandhills Area. See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,118,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,119,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,120,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,121,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,122,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,123,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,124,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,125,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,126,Unresolved,Enbridge will continue to monitor and address issues as needed See Appendix B for details.,Unresolved,0
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,127,Resolved,None.,Resolved,1
3c7a156c-ba27-4cbf-98ea-b6fa295fea43,128,Resolved,None.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,1,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,2,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,3,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,4,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,5,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,6,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,7,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,8,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,9,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,10,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,11,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,12,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,13,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,14,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,15,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,16,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,17,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,18,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,19,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,20,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,21,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,22,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,23,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,24,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,26,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,27,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,28,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,29,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,30,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,31,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,32,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,33,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,34,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,35,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,36,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,37,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,38,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,39,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,40,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,41,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,42,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,43,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,44,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,45,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,46,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,47,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,48,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,49,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,50,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,51,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,52,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,53,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,54,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,55,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,56,REPAIR,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,57,REPAIR,Repair,Unresolved,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,58,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,59,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,60,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,61,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,62,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,63,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,64,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,65,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,66,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,67,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,68,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,69,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,70,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,71,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,72,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,73,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,74,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,76,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,77,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,78,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,79,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,80,RESOLVED,No Further Action Recommended.,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,81,RESOLVED,Resolved,Resolved,1
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,82,REPAIR,Repair,Unresolved,0
